Trial 1,Trial 2,Trial 3,Trial 4,Trial 5
131051,425088,458543,427427,
268231,,480173,436217,
280032,,482355,454343,
315969,,491696,456819,
322552,,494741,460726,
328483,,,480039,
330265,,,480922,
335044,,,488972,
337445,,,492688,
355256,,,496185,
411939,,,499885,
461663,,,,
